threshold,min_area,dice,iou,sensitivity,specificity,precision,accuracy,fpr,fnr,mae
0.02,0,0.7986760366049336,0.7093591974453564,0.8516204883398536,0.9960659170148101,0.8125077216164752,0.9937682472980174,0.003934082986757603,0.2623691492533547,0.0062317527
0.02,3,0.798627555612875,0.7093021891587523,0.8514980200715925,0.9960679042183016,0.8125330452865837,0.9937677729315179,0.003932095783266137,0.2624916175216159,0.006232227
0.02,5,0.7986863120544623,0.7093708314492936,0.8514579733911055,0.9960711133264841,0.8126773454269997,0.9937687216645166,0.003928886675083526,0.26253166420210294,0.006231278
0.02,10,0.7979636272582644,0.7089256810670933,0.8505629974800888,0.9960804102809101,0.8128340827379047,0.9937653220379379,0.003919589720658014,0.26342664011311967,0.006234678
0.02,20,0.7915900805546436,0.7032351647670773,0.8423082369575671,0.9961096652559461,0.8142638834966517,0.9937474542331289,0.0038903347456222775,0.27168140063564145,0.006252546
0.02,30,0.7903694841022274,0.7021414179171408,0.8396977392513923,0.9961334828159036,0.8143283138155347,0.9937345672765633,0.003866517185664732,0.2742918983418164,0.0062654326
0.02,50,0.7803916286831942,0.6940813116350788,0.826118230370262,0.9962113201898982,0.8181592624361884,0.9936564549263368,0.003788679811669992,0.28787140722294635,0.006343545
0.02,75,0.7775474793263513,0.6915721608868677,0.8176130919509582,0.9963095892610342,0.8236552335268701,0.9936114691699816,0.003690410740533623,0.2963765456422499,0.0063885306
0.02,100,0.7627791855918107,0.6782931356997499,0.7968980386019731,0.996412633921563,0.829774487222285,0.9935327243310891,0.0035873660800049994,0.317091598991235,0.006467276
0.025,0,0.7992404881686669,0.7101498714944351,0.8485691638408355,0.9961784339115275,0.8160868233023347,0.9938114146494583,0.003821566090040382,0.2654204737523731,0.0061885854
0.025,3,0.7992364844064782,0.7101483725153709,0.8484822126412199,0.9961807377935625,0.8161708370472611,0.9938115727716248,0.0038192622080052067,0.2655074249519887,0.006188427
0.025,5,0.7991674506914567,0.7100962353051913,0.8483119576894372,0.9961829570598815,0.8161788647880337,0.9938110193440421,0.0038170429416862946,0.2656776799037714,0.006188981
0.025,10,0.7986661484896798,0.7097993533884421,0.8476929360763941,0.9961906581576502,0.8164789581495877,0.9938074615952971,0.0038093418439174996,0.26629670151681445,0.0061925384
0.025,20,0.7923450606607593,0.7041462944510246,0.8397783267763641,0.9962170814416318,0.8175418235094103,0.9937842176368288,0.0037829185599357416,0.2742113108168444,0.0062157824
0.025,30,0.7909758213019482,0.7028847346589261,0.8368907347222383,0.9962429284130813,0.8175799401486441,0.9937700657029315,0.003757071588486504,0.27709890287096994,0.0062299343
0.025,50,0.7812481189019229,0.6950624482446848,0.824110634022724,0.996313833506904,0.8212934116736352,0.9936923486581211,0.0036861664946636684,0.2898790035704839,0.0063076513
0.025,75,0.7783736183554316,0.692532033150348,0.8156696546943162,0.9964098781218214,0.8267005036361998,0.9936471257185161,0.00359012187974627,0.2983199828988918,0.0063528745
0.025,100,0.7634671828795955,0.6790950549685515,0.7950292210377953,0.9965091483794069,0.8326137090801944,0.9935637162757133,0.003490851622161121,0.3189604165554126,0.0064362837
0.03,0,0.7993448632082023,0.7103400284321965,0.8456356406303349,0.9962703974671768,0.8187885767494787,0.9938397975783361,0.00372960253439116,0.26835399696287304,0.0061602024
0.03,3,0.7993410738431863,0.7103448272801465,0.8455497123690715,0.9962726163877927,0.8188709003751199,0.9938402719448355,0.003727383613775305,0.2684399252241367,0.006159728
